"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	11	100951	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	13	103088	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	10	105006	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	12	107220	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	11	108910	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	12	110617	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	12	114104	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	13	117559	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	13	122924	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	14	126305	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	15	130983	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	23	140547	16.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	17	145462	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	17	149342	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	17	155077	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	10	58516	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	10	62742	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	15	64986	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	14	66043	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	15	66359	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	14	67710	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	10	69488	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	21	70623	29.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	10	73025	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	11	74991	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	10	77221	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	12	79502	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	10	83964	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	12	20424	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	10	21596	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	12	22461	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	11	28947	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	12	30165	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	10	33134	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	14	34301	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	11	35178	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	12	36407	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	10	38830	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	13	219525	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	13	228013	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	10	229244	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	11	229616	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	12	138167	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	12	146520	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	12	191591	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	11	74629	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	13	78082	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	14	84242	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	12	94791	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"25-34 years"	"25-34"	"2000"	"2000"	12	992412	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	19	1155928	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2000"	"2000"	14	1152891	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	16	1142201	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	19	1125968	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	12	1106315	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	16	1084946	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2005"	"2005"	18	1061194	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	11	1036499	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	11	1007403	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	10	977458	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"35-44 years"	"35-44"	"2010"	"2010"	17	924084	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	26	995847	2.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	15	1015803	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	30	1042225	2.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	27	1039892	2.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	22	1046285	2.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	26	1052747	2.5
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	22	1058998	2.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	23	1065052	2.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	22	1068719	2.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	29	1071317	2.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	24	1074816	2.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	21	1072793	2.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2011"	"2011"	18	1060991	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	15	1046598	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	20	1030583	1.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	17	1012669	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	18	994596	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	15	971811	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	17	947313	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	32	691023	4.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	24	698354	3.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	31	713492	4.3
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	29	750744	3.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	37	777141	4.8
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	29	801314	3.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2005"	"2005"	30	822688	3.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2006"	"2006"	46	845290	5.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	39	864219	4.5
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	40	876582	4.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	38	899296	4.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	37	918247	4.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2011"	"2011"	42	946215	4.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	45	947862	4.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	34	957409	3.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	38	965804	3.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	29	976142	3.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	31	980677	3.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	44	985877	4.5
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	60	586657	10.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	53	584644	9.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	63	572866	11.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	50	564066	8.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	49	556681	8.8
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	62	550190	11.3
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	51	543513	9.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	51	537714	9.5
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	54	542307	10.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	60	558718	10.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	46	570333	8.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	50	577400	8.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	41	589743	7.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	59	624963	9.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	56	648109	8.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	62	668568	9.3
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	63	688560	9.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	72	709178	10.2
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	63	734406	8.6
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	95	454901	20.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	124	460644	26.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	120	465211	25.8
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	100	467333	21.4
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	106	466345	22.7
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	111	465942	23.8
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	91	460640	19.8
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	100	452225	22.1
